d1,r,d2
DB01236,0,DB00738
DB00983,0,DB08903
DB08893,0,DB00539
DB00346,0,DB00539
DB00014,0,DB01224
DB00557,0,DB00976
DB00557,0,DB00743
DB08893,0,DB00308
DB00543,0,DB08903
DB00608,0,DB01155
DB00263,0,DB09078
DB00949,0,DB00679
DB00927,0,DB01087
DB01104,0,DB01184
DB04953,0,DB00420
DB01623,0,DB05294
DB00834,0,DB00656
DB06825,0,DB01137
DB00537,0,DB01184
DB00374,0,DB01035
DB06589,0,DB04946
DB00691,0,DB04868
DB01591,0,DB00207
DB02546,0,DB00875
DB00714,0,DB01165
DB00656,0,DB04844
DB00934,0,DB01165
DB01238,0,DB00757
DB01069,0,DB00014
DB00743,0,DB00539
DB01036,0,DB04946
DB09083,0,DB00889
DB04953,0,DB00604
DB06825,0,DB00363
DB00243,0,DB00743
DB00774,0,DB00204
DB01195,0,DB01184
DB00976,0,DB04844
DB01069,0,DB01175
DB00715,0,DB01175
DB01233,0,DB00261
DB01403,0,DB00489
DB00218,0,DB06402
DB00199,0,DB00743
DB08893,0,DB00477
DB00333,0,DB00904
DB00188,0,DB00420
DB04953,0,DB00263
DB01072,0,DB00556
DB00949,0,DB00489
DB00757,0,DB00204
DB00344,0,DB09078
DB01233,0,DB00199
DB00556,0,DB01035
DB00916,0,DB01169
DB00537,0,DB04844
DB01036,0,DB00468
DB00734,0,DB01087
DB06589,0,DB01175
DB00540,0,DB00604
DB06663,0,DB01165
DB01242,0,DB01035
DB01142,0,DB01087
DB00753,0,DB00738
DB00697,0,DB01100
DB01075,0,DB00489
DB00014,0,DB05294
DB01356,0,DB01211
DB06699,0,DB01624
DB00753,0,DB06589
DB06788,0,DB00207
DB01236,0,DB00608
DB01591,0,DB00333
DB00104,0,DB00420
DB00440,0,DB06216
DB00834,0,DB00915
DB00834,0,DB01059
DB01075,0,DB00875
DB00537,0,DB01624
DB02546,0,DB01267
DB00477,0,DB00204
DB00358,0,DB01175
DB00218,0,DB00308
DB08893,0,DB01155
DB00321,0,DB09078
DB00818,0,DB01100
DB00622,0,DB01155
DB01137,0,DB04855
DB06699,0,DB01087
DB00196,0,DB01035
DB00675,0,DB00604
DB06825,0,DB00738
DB00753,0,DB01601
DB00289,0,DB04855
DB00949,0,DB09078
DB00691,0,DB00679
DB00691,0,DB00280
DB00656,0,DB00502
DB00674,0,DB00875
DB00014,0,DB01601
DB00529,0,DB04868
DB01075,0,DB00261
DB09082,0,DB00608
DB00834,0,DB06663
DB00358,0,DB01035
DB00218,0,DB09039
DB06402,0,DB01169
DB08903,0,DB01100
DB06663,0,DB01155
DB00949,0,DB00608
DB01356,0,DB04868
DB01189,0,DB01601
DB00949,0,DB00477
DB00934,0,DB00218
DB00738,0,DB09078
DB00503,0,DB06708
DB00398,0,DB00757
DB08865,0,DB01267
DB08893,0,DB00280
DB00104,0,DB01267
DB00344,0,DB01169
DB00753,0,DB01100
DB00270,0,DB00014
DB00503,0,DB00280
DB00904,0,DB00604
DB08864,0,DB00477
DB00904,0,DB00489
DB00529,0,DB00608
DB01233,0,DB00556
DB00889,0,DB08865
DB00529,0,DB00363
DB00374,0,DB01184
DB00333,0,DB00738
DB00983,0,DB04855
DB08868,0,DB00363
DB06788,0,DB00215
DB01623,0,DB00539
DB09080,0,DB01087
DB08868,0,DB00472
DB00370,0,DB08865
DB00207,0,DB00875
DB00540,0,DB00014
DB00529,0,DB00472
DB05039,0,DB00608
DB00370,0,DB01155
DB01001,0,DB00489
DB06788,0,DB01087
DB01137,0,DB09039
DB01591,0,DB01165
DB00398,0,DB00246
DB00218,0,DB01267
DB00983,0,DB00218
DB01189,0,DB00904
DB01274,0,DB00215
DB00557,0,DB00199
DB01403,0,DB00604
DB01104,0,DB01035
DB01165,0,DB01035
DB00743,0,DB00908
DB01155,0,DB08903
DB06663,0,DB00556
DB08868,0,DB00757
DB00557,0,DB01118
DB00502,0,DB00280
DB02546,0,DB01155
DB06699,0,DB00204
DB01242,0,DB01100
DB00656,0,DB06697
DB00188,0,DB04946
DB00871,0,DB08903
DB01254,0,DB01165
DB08868,0,DB00450
DB00263,0,DB01169
DB08893,0,DB06216
DB00834,0,DB00333
DB08871,0,DB01182
DB00834,0,DB00014
DB01151,0,DB00502
DB00871,0,DB00976
DB01165,0,DB01118
DB00710,0,DB00679
DB00543,0,DB00608
DB00697,0,DB00604
DB00889,0,DB00280
DB00675,0,DB00556
DB06663,0,DB01118
DB00753,0,DB09039
DB01104,0,DB01087
DB00334,0,DB01184
DB06699,0,DB00976
DB00757,0,DB00976
DB01232,0,DB00656
DB00556,0,DB01182
DB01001,0,DB01601
DB00420,0,DB01137
DB01233,0,DB01035
DB01001,0,DB05294
DB00710,0,DB00743
DB01087,0,DB01155
DB01591,0,DB00450
DB06825,0,DB01035
DB01155,0,DB05294
DB00104,0,DB06708
DB00743,0,DB04855
DB01268,0,DB00757
DB01195,0,DB06589
DB00543,0,DB01184
DB00014,0,DB00904
DB09083,0,DB00738
DB01274,0,DB00207
DB00715,0,DB00215
DB00834,0,DB00743
DB00734,0,DB00539
DB00285,0,DB00420
DB00199,0,DB00738
DB08868,0,DB05294
DB09078,0,DB01035
DB08868,0,DB00904
DB01072,0,DB00537
DB09080,0,DB00608
DB00529,0,DB00757
DB00334,0,DB00904
DB01274,0,DB01624
DB01155,0,DB00539
DB00889,0,DB00875
DB01236,0,DB06708
DB06663,0,DB00207
DB01001,0,DB00308
DB01591,0,DB04946
DB00243,0,DB01087
DB00862,0,DB00477
DB00344,0,DB00757
DB08871,0,DB00556
DB00871,0,DB00246
DB00450,0,DB06603
DB09080,0,DB00280
DB01072,0,DB01195
DB00757,0,DB01137
DB00934,0,DB01624
DB00738,0,DB01137
DB00915,0,DB01118
DB00818,0,DB06697
DB01189,0,DB01182
DB01623,0,DB08903
DB00220,0,DB01267
DB00218,0,DB00904
DB00949,0,DB00199
DB01356,0,DB00199
DB01001,0,DB01087
DB00889,0,DB01184
DB00370,0,DB01182
DB00862,0,DB09078
DB00188,0,DB00502
DB00715,0,DB00604
DB09078,0,DB00489
DB00710,0,DB01175
DB00834,0,DB00243
DB01233,0,DB01165
DB00927,0,DB00261
DB00529,0,DB08865
DB00949,0,DB00218
DB00871,0,DB00604
DB00889,0,DB06589
DB00818,0,DB00363
DB08893,0,DB00263
DB00104,0,DB08865
DB00904,0,DB01182
DB00529,0,DB01184
DB05039,0,DB00215
DB02546,0,DB00280
DB00270,0,DB05294
DB06825,0,DB01601
DB01189,0,DB04868
DB01242,0,DB00261
DB00289,0,DB04844
DB01001,0,DB00502
DB06663,0,DB01224
DB01268,0,DB09039
DB04953,0,DB09063
DB01189,0,DB01195
DB00543,0,DB01211
DB01238,0,DB00204
DB00582,0,DB01155
DB00622,0,DB06697
DB06788,0,DB01169
DB00934,0,DB00207
DB00199,0,DB01137
DB01591,0,DB00280
DB00014,0,DB00976
DB00934,0,DB00875
DB01059,0,DB01175
DB00543,0,DB04855
DB00556,0,DB01087
DB00220,0,DB00556
DB00196,0,DB04855
DB00370,0,DB00608
DB00346,0,DB00014
DB00270,0,DB00261
DB09083,0,DB00502
DB01259,0,DB01155
DB01268,0,DB08865
DB02546,0,DB00477
DB00622,0,DB01267
DB00743,0,DB06216
DB06402,0,DB00472
DB01087,0,DB00468
DB00976,0,DB01137
DB00363,0,DB00608
DB01142,0,DB00539
DB01591,0,DB00261
DB01165,0,DB09078
DB00420,0,DB06603
DB06825,0,DB00204
DB00344,0,DB06402
DB01268,0,DB01624
DB00871,0,DB00738
DB00938,0,DB00363
DB00218,0,DB01182
DB00529,0,DB00199
DB00188,0,DB00608
DB04953,0,DB00204
DB01254,0,DB01267
DB00270,0,DB00420
DB00243,0,DB06708
DB01036,0,DB01165
DB00862,0,DB00502
DB00726,0,DB08865
DB00321,0,DB06708
DB00726,0,DB00246
DB00622,0,DB00489
DB00808,0,DB01175
DB09082,0,DB06603
DB01211,0,DB01267
DB08903,0,DB01169
DB00207,0,DB00608
DB01155,0,DB06697
DB00753,0,DB01137
DB00014,0,DB06589
DB00285,0,DB00539
DB00207,0,DB00976
DB00196,0,DB00450
DB00656,0,DB06589
DB00346,0,DB00502
DB00440,0,DB01155
DB00743,0,DB01087
DB01155,0,DB00204
DB01142,0,DB06697
DB00333,0,DB01087
DB06663,0,DB00420
DB00540,0,DB01182
DB00714,0,DB01087
DB00363,0,DB06402
DB00916,0,DB04844
DB00927,0,DB09039
DB00104,0,DB01232
DB01211,0,DB04844
DB06788,0,DB01267
DB00726,0,DB09078
DB00458,0,DB01624
DB00537,0,DB00472
DB00398,0,DB00477
DB00674,0,DB00743
DB00270,0,DB04868
DB00458,0,DB00363
DB00334,0,DB00889
DB01072,0,DB00743
DB00358,0,DB00263
DB00714,0,DB00604
DB00714,0,DB06216
DB08864,0,DB06603
DB00358,0,DB00280
DB06825,0,DB00875
DB08912,0,DB01195
DB01137,0,DB00679
DB00344,0,DB04844
DB00285,0,DB01137
DB01001,0,DB00908
DB00622,0,DB00889
DB01015,0,DB00199
DB06402,0,DB06697
DB01356,0,DB01232
DB00656,0,DB01137
DB08871,0,DB01175
DB01001,0,DB00738
DB00398,0,DB01175
DB01059,0,DB00679
DB00014,0,DB01232
DB00753,0,DB00207
DB06589,0,DB08903
DB00927,0,DB00608
DB08912,0,DB01155
DB00104,0,DB01224
DB06788,0,DB01118
DB08868,0,DB01184
DB00743,0,DB00204
DB01403,0,DB00014
DB00904,0,DB01155
DB08893,0,DB00472
DB00753,0,DB00889
DB00398,0,DB01087
DB01233,0,DB00477
DB01242,0,DB04868
DB00529,0,DB01224
DB05039,0,DB00904
DB00656,0,DB01169
DB00714,0,DB04844
DB00477,0,DB08865
DB01075,0,DB04844
DB00808,0,DB01137
DB09063,0,DB01169
DB00285,0,DB00280
DB00321,0,DB00280
DB00889,0,DB00204
DB01232,0,DB01601
DB00503,0,DB00556
DB06402,0,DB01624
DB00674,0,DB00468
DB00334,0,DB00757
DB00450,0,DB09078
DB01242,0,DB00908
DB00753,0,DB06697
DB00436,0,DB00204
DB00622,0,DB01195
DB00808,0,DB08903
DB01259,0,DB01195
DB00753,0,DB00263
DB01001,0,DB06603
DB00207,0,DB06708
DB00889,0,DB01137
DB00270,0,DB06697
DB06603,0,DB00604
DB00344,0,DB01137
DB08893,0,DB04946
DB00738,0,DB01211
DB01137,0,DB06708
DB02546,0,DB00468
DB00321,0,DB00308
DB00556,0,DB08865
DB00983,0,DB00889
DB00543,0,DB00246
DB06699,0,DB05294
DB01104,0,DB08865
DB01242,0,DB00014
DB01036,0,DB00246
DB06402,0,DB00246
DB06663,0,DB00218
DB00374,0,DB01155
DB00440,0,DB01184
DB01015,0,DB00679
DB00862,0,DB01224
DB01059,0,DB04946
DB08871,0,DB01624
DB00675,0,DB05294
DB00818,0,DB01165
DB00529,0,DB06708
DB00556,0,DB00308
DB00196,0,DB00489
DB04953,0,DB06589
DB01069,0,DB00477
DB01165,0,DB01169
DB01137,0,DB01169
DB00344,0,DB00904
DB06788,0,DB00308
DB00714,0,DB00246
DB00608,0,DB06402
DB00557,0,DB00263
DB00715,0,DB06402
DB00543,0,DB01035
DB00691,0,DB06216
DB01075,0,DB00477
DB00270,0,DB06603
DB00363,0,DB09078
DB01151,0,DB06697
DB01167,0,DB00261
DB01259,0,DB01169
DB01001,0,DB00875
DB00715,0,DB01601
DB01001,0,DB00537
DB00622,0,DB00218
DB05039,0,DB00280
DB00697,0,DB01267
DB00916,0,DB04855
DB00757,0,DB06402
DB01254,0,DB01155
DB00983,0,DB01035
DB00477,0,DB05294
DB00862,0,DB01184
DB00582,0,DB00679
DB01142,0,DB00537
DB01236,0,DB06402
DB01233,0,DB00207
DB00915,0,DB00537
DB00656,0,DB00738
DB08865,0,DB08903
DB00285,0,DB00908
DB00450,0,DB06589
DB00420,0,DB00477
DB00675,0,DB01195
DB00656,0,DB04946
DB00218,0,DB00539
DB00656,0,DB00280
DB00014,0,DB06402
DB00502,0,DB01155
DB01356,0,DB01087
DB00188,0,DB00489
DB00714,0,DB06697
DB01151,0,DB00246
DB00983,0,DB01155
DB00808,0,DB00489
DB00927,0,DB00450
DB01238,0,DB00875
DB04953,0,DB06216
DB00714,0,DB01232
DB00757,0,DB01224
DB01015,0,DB00556
DB00285,0,DB00556
DB01165,0,DB00280
DB01059,0,DB00738
DB01189,0,DB04946
DB00458,0,DB00608
DB00710,0,DB09039
DB00738,0,DB01195
DB01238,0,DB01100
DB00398,0,DB00207
DB01026,0,DB00450
DB00398,0,DB00308
DB01232,0,DB00308
DB00916,0,DB00738
DB00834,0,DB00289
DB01623,0,DB04946
DB01137,0,DB01624
DB00440,0,DB00218
DB00710,0,DB08865
DB01236,0,DB01087
DB00218,0,DB06708
DB00540,0,DB08865
DB06825,0,DB01118
DB00370,0,DB08903
DB08868,0,DB09039
DB01142,0,DB00908
DB00104,0,DB01624
DB01069,0,DB04855
DB00014,0,DB09039
DB00915,0,DB00199
DB00270,0,DB09078
DB00346,0,DB00608
DB01356,0,DB01184
DB00983,0,DB00875
DB06663,0,DB09039
DB00199,0,DB00976
DB08893,0,DB00743
DB00540,0,DB00280
DB01254,0,DB00556
DB00710,0,DB01155
DB08868,0,DB01169
DB06699,0,DB06402
DB00904,0,DB01184
DB00188,0,DB06402
DB01403,0,DB00743
DB00757,0,DB00875
DB01059,0,DB01087
DB00207,0,DB01155
DB01254,0,DB01624
DB00543,0,DB00308
DB01182,0,DB09078
DB00715,0,DB01169
DB00289,0,DB00363
DB06825,0,DB00333
DB00540,0,DB01224
DB00862,0,DB01182
DB08868,0,DB00333
DB01069,0,DB09063
DB01104,0,DB00014
DB00556,0,DB06589
DB06663,0,DB00204
DB00889,0,DB05294
DB01263,0,DB00537
DB00420,0,DB05294
DB00503,0,DB06402
DB00556,0,DB01165
DB00697,0,DB00537
DB01036,0,DB01184
DB01236,0,DB00472
DB00289,0,DB09078
DB00714,0,DB00308
DB06699,0,DB00556
DB01151,0,DB00218
DB00976,0,DB06402
DB00808,0,DB00889
DB09082,0,DB00604
DB00983,0,DB00280
DB09167,0,DB00908
DB00808,0,DB01182
DB00691,0,DB01165
DB09080,0,DB01195
DB00675,0,DB00489
DB00808,0,DB00280
DB00656,0,DB09039
DB08865,0,DB00908
DB01236,0,DB05294
DB00938,0,DB01182
DB00697,0,DB01232
DB00871,0,DB00679
DB00818,0,DB00738
DB00608,0,DB01267
DB00289,0,DB00477
DB00734,0,DB00608
DB00622,0,DB00539
DB00938,0,DB04844
DB00358,0,DB08865
DB00983,0,DB00502
DB00927,0,DB00014
DB00458,0,DB00489
DB00743,0,DB05294
DB00199,0,DB00679
DB01233,0,DB00608
DB00983,0,DB06708
DB00420,0,DB00261
DB00949,0,DB00333
DB00818,0,DB04855
DB00270,0,DB00502
DB01623,0,DB00215
DB01242,0,DB00207
DB01036,0,DB06697
DB00344,0,DB01100
DB00738,0,DB01232
DB00871,0,DB09063
DB01015,0,DB04844
DB00674,0,DB08865
DB01403,0,DB00537
DB01274,0,DB00679
DB05039,0,DB00207
DB01104,0,DB00608
DB01036,0,DB01182
DB00743,0,DB00604
DB04953,0,DB00976
DB00556,0,DB00246
DB00370,0,DB04868
DB09080,0,DB00472
DB01274,0,DB01224
DB00915,0,DB01195
DB00263,0,DB04844
DB00983,0,DB01137
DB00346,0,DB01184
DB00334,0,DB00333
DB09063,0,DB01035
DB00738,0,DB00757
DB06699,0,DB01100
DB01036,0,DB09039
DB00915,0,DB06603
DB01211,0,DB00489
DB06663,0,DB00889
DB00321,0,DB00489
DB01155,0,DB04844
DB00726,0,DB00539
DB06825,0,DB09039
DB01403,0,DB08903
DB00199,0,DB01035
DB00346,0,DB00246
DB01233,0,DB01211
DB00218,0,DB04855
DB00743,0,DB04844
DB01259,0,DB00537
DB00734,0,DB08865
DB06788,0,DB06216
DB01072,0,DB06402
DB01155,0,DB01232
DB00321,0,DB01100
DB00808,0,DB00738
DB00263,0,DB00333
DB01274,0,DB06589
DB00557,0,DB08881
DB08868,0,DB04946
DB00537,0,DB00556
DB01182,0,DB05294
DB00346,0,DB00468
DB00834,0,DB00557
DB00656,0,DB00757
DB00540,0,DB01165
DB00104,0,DB00333
DB00927,0,DB01100
DB06663,0,DB06216
DB00458,0,DB01087
DB00440,0,DB01165
DB01036,0,DB01100
DB06699,0,DB00199
DB00938,0,DB00472
DB01142,0,DB00014
DB00502,0,DB00556
DB08893,0,DB09078
DB01233,0,DB08865
DB00374,0,DB00743
DB00808,0,DB00556
DB00458,0,DB00539
DB00734,0,DB00556
DB00710,0,DB08903
DB00344,0,DB00261
DB00537,0,DB00261
DB00915,0,DB00246
DB00374,0,DB01624
DB00188,0,DB00743
DB08871,0,DB01165
DB01189,0,DB00908
DB00537,0,DB00875
DB00753,0,DB00757
DB01268,0,DB06402
DB00346,0,DB01175
DB06699,0,DB06216
DB00543,0,DB01624
DB00927,0,DB06402
DB00218,0,DB00738
DB06699,0,DB00679
DB01259,0,DB00450
DB00714,0,DB00743
DB00983,0,DB00308
DB00333,0,DB00204
DB00622,0,DB04844
DB01021,0,DB00204
DB00537,0,DB01211
DB00557,0,DB00539
DB00207,0,DB01195
DB00543,0,DB00976
DB00537,0,DB00539
DB00889,0,DB01182
DB08868,0,DB01087
DB00270,0,DB00889
DB01072,0,DB01035
DB00196,0,DB00472
DB00263,0,DB00679
DB00697,0,DB09078
DB00270,0,DB00333
DB09083,0,DB00207
DB00934,0,DB05294
DB00556,0,DB04855
DB00398,0,DB00420
DB01236,0,DB00743
DB06589,0,DB09078
DB00697,0,DB00738
DB01274,0,DB01087
DB04953,0,DB00261
DB01356,0,DB01165
DB01001,0,DB00889
DB00862,0,DB00738
DB01075,0,DB01175
DB00818,0,DB01624
DB00557,0,DB00738
DB00608,0,DB08903
DB00358,0,DB01218
DB00374,0,DB01118
DB01268,0,DB08903
DB00743,0,DB00875
DB06825,0,DB00904
DB00398,0,DB06402
DB01155,0,DB01182
DB00904,0,DB01169
DB09082,0,DB01624
DB00289,0,DB00215
DB00207,0,DB00738
DB00871,0,DB01624
DB00934,0,DB00477
DB06788,0,DB01035
DB00871,0,DB00539
DB00344,0,DB01224
DB00818,0,DB01267
DB00374,0,DB01232
DB00207,0,DB04844
DB01015,0,DB00757
DB01403,0,DB00308
DB00834,0,DB00753
DB01189,0,DB08903
DB01137,0,DB04868
DB01268,0,DB04855
DB00374,0,DB00333
DB00321,0,DB00261
DB01015,0,DB00539
DB01259,0,DB06697
DB01259,0,DB09078
DB00346,0,DB01195
DB00321,0,DB01087
DB01069,0,DB06402
DB04953,0,DB01232
DB06699,0,DB00246
DB01233,0,DB01087
DB01268,0,DB00014
DB00363,0,DB01087
DB00503,0,DB00218
DB00871,0,DB00908
DB00710,0,DB04946
DB01233,0,DB01182
DB00104,0,DB06589
DB00927,0,DB09078
DB01087,0,DB04844
DB00862,0,DB00757
DB00218,0,DB01224
DB01087,0,DB06589
DB01268,0,DB00204
DB00808,0,DB01169
DB06788,0,DB01184
DB00889,0,DB01165
DB06663,0,DB00477
DB06603,0,DB06216
DB00738,0,DB01155
DB00104,0,DB00608
DB01142,0,DB00207
DB06402,0,DB00489
DB00333,0,DB01601
DB01087,0,DB09039
DB01015,0,DB06589
DB00834,0,DB00871
DB01233,0,DB00757
DB01059,0,DB08903
DB01268,0,DB01137
DB01591,0,DB00904
DB00196,0,DB04946
DB00374,0,DB05294
DB01623,0,DB06216
DB06788,0,DB00539
DB01015,0,DB00333
DB01182,0,DB00472
DB01165,0,DB00468
DB00983,0,DB00743
DB00691,0,DB00539
DB09083,0,DB00199
DB01259,0,DB08865
DB01015,0,DB00875
DB00915,0,DB00489
DB00675,0,DB01100
DB00334,0,DB06216
DB08903,0,DB04946
DB01001,0,DB01035
DB06402,0,DB01035
DB00983,0,DB06216
DB00938,0,DB01035
DB00938,0,DB01155
DB00934,0,DB00556
DB01238,0,DB00207
DB00983,0,DB00537
DB01236,0,DB00502
DB01075,0,DB06216
DB09082,0,DB01267
DB00691,0,DB00450
DB06825,0,DB06589
DB00697,0,DB00261
DB01104,0,DB00743
DB00346,0,DB01169
DB00398,0,DB00333
DB00976,0,DB00280
DB00346,0,DB01165
DB01591,0,DB01137
DB00014,0,DB01184
DB01104,0,DB08903
DB00983,0,DB00604
DB00289,0,DB01267
DB00199,0,DB00218
DB01001,0,DB01169
DB00556,0,DB09063
DB00808,0,DB04868
DB00674,0,DB06402
DB01403,0,DB00207
DB01151,0,DB01035
DB01155,0,DB09063
DB01001,0,DB09039
DB00710,0,DB00014
DB01001,0,DB01224
DB00915,0,DB00468
DB01059,0,DB01195
DB00916,0,DB00875
DB06825,0,DB00679
DB01104,0,DB00261
DB00710,0,DB00207
DB00370,0,DB00280
DB06589,0,DB00604
DB00916,0,DB08903
DB00346,0,DB00261
DB00321,0,DB01195
DB00529,0,DB00014
DB01356,0,DB01169
DB00622,0,DB05294
DB00374,0,DB06589
DB00715,0,DB01267
DB01623,0,DB01624
DB01189,0,DB01211
DB02546,0,DB04844
DB00502,0,DB00889
DB00477,0,DB01087
DB01015,0,DB00363
DB01118,0,DB01195
DB00808,0,DB06402
DB00834,0,DB00715
DB00622,0,DB01184
DB00691,0,DB00908
DB00674,0,DB00489
DB00220,0,DB06402
DB00556,0,DB01224
DB09080,0,DB08903
DB01165,0,DB00539
DB00440,0,DB00199
DB00916,0,DB00904
DB00346,0,DB09078
DB00927,0,DB00468
DB00450,0,DB00976
DB00674,0,DB00420
DB00285,0,DB06216
DB00622,0,DB00450
DB01356,0,DB06402
DB06402,0,DB09078
DB01189,0,DB01165
DB05039,0,DB01182
DB06788,0,DB06697
DB00333,0,DB01137
DB00344,0,DB00420
DB00871,0,DB00477
DB01087,0,DB01211
DB01274,0,DB08865
DB01167,0,DB04844
DB08865,0,DB09078
DB00934,0,DB06708
DB00715,0,DB05294
DB01035,0,DB00834
DB01075,0,DB00468
DB00734,0,DB00199
DB02546,0,DB00539
DB00543,0,DB00207
DB01233,0,DB00904
DB04953,0,DB00199
DB00370,0,DB01195
DB00608,0,DB01100
DB00834,0,DB00270
DB01167,0,DB00743
DB00344,0,DB06708
DB06699,0,DB00218
DB01623,0,DB00333
DB00674,0,DB00280
DB00014,0,DB08865
DB00674,0,DB06589
DB01623,0,DB01035
DB01274,0,DB09078
DB00440,0,DB01224
DB00104,0,DB01035
DB01591,0,DB04855
DB01075,0,DB04946
DB00529,0,DB00539
DB00537,0,DB01601
DB09082,0,DB09039
DB01072,0,DB00261
DB01165,0,DB00204
DB01104,0,DB00908
DB00529,0,DB01232
DB08871,0,DB09039
DB01274,0,DB00757
DB01069,0,DB00215
DB00308,0,DB00834
DB08893,0,DB00608
DB01259,0,DB00539
DB01233,0,DB08881
DB02546,0,DB00420
DB01137,0,DB01182
DB00218,0,DB00261
DB01274,0,DB06216
DB00420,0,DB08865
DB00104,0,DB01182
DB06825,0,DB00280
DB09080,0,DB04844
DB00556,0,DB00608
DB08903,0,DB00539
DB01238,0,DB06589
DB01001,0,DB01182
DB00697,0,DB00308
DB00529,0,DB00218
DB00915,0,DB00743
DB00753,0,DB00556
DB01087,0,DB01224
DB00477,0,DB00743
DB00697,0,DB08865
DB00938,0,DB01184
DB08893,0,DB00333
DB00753,0,DB00976
DB00543,0,DB00199
DB00014,0,DB06603
DB01026,0,DB00014
DB00753,0,DB01624
DB00440,0,DB01137
DB01591,0,DB01195
DB00334,0,DB00539
DB00440,0,DB01175
DB00450,0,DB00738
DB00374,0,DB00556
DB01236,0,DB01100
DB01155,0,DB01100
DB06663,0,DB08865
DB00674,0,DB01169
DB00904,0,DB00308
DB00285,0,DB00889
DB00014,0,DB04946
DB00199,0,DB00477
DB00726,0,DB06216
DB00556,0,DB00489
DB00207,0,DB00333
DB01238,0,DB00556
DB01059,0,DB06589
DB06825,0,DB00477
DB01036,0,DB00199
DB01591,0,DB00014
DB01155,0,DB06216
DB00949,0,DB06708
DB00834,0,DB00697
DB00915,0,DB04868
DB05039,0,DB00246
DB00834,0,DB00862
DB06788,0,DB00472
DB00014,0,DB00450
DB00196,0,DB00976
DB06663,0,DB06697
DB00014,0,DB01035
DB00243,0,DB05294
DB00374,0,DB00477
DB00344,0,DB01184
DB08871,0,DB00502
DB00543,0,DB01267
DB00934,0,DB00976
DB00753,0,DB00502
DB00358,0,DB01224
DB00983,0,DB01165
DB00715,0,DB00261
DB00889,0,DB06216
DB08893,0,DB00757
DB00753,0,DB00679
DB01151,0,DB01118
DB00188,0,DB01175
DB00270,0,DB00477
DB09083,0,DB01087
DB01403,0,DB01118
DB00734,0,DB01165
DB00622,0,DB00537
DB01104,0,DB00889
DB00346,0,DB00556
DB05039,0,DB01184
DB01242,0,DB00204
DB01072,0,DB01169
DB00014,0,DB00757
DB01263,0,DB00489
DB00818,0,DB06708
DB01151,0,DB00489
DB08871,0,DB00904
DB00834,0,DB01151
DB00333,0,DB00363
DB00358,0,DB01155
DB00243,0,DB06697
DB09078,0,DB00468
DB09082,0,DB00280
DB04953,0,DB01035
DB01069,0,DB00875
DB01591,0,DB01169
DB00014,0,DB00472
DB00927,0,DB00263
DB01268,0,DB00246
DB02546,0,DB00199
DB01403,0,DB01175
DB00938,0,DB00308
DB00334,0,DB05294
DB01059,0,DB04868
DB08871,0,DB00218
DB01036,0,DB00539
DB00556,0,DB04844
DB09078,0,DB04844
DB00715,0,DB00246
DB00691,0,DB00261
DB06825,0,DB00261
DB01591,0,DB01155
DB00834,0,DB00714
DB01274,0,DB00502
DB06699,0,DB00333
DB08871,0,DB04868
DB06402,0,DB00679
DB01169,0,DB09083
DB00608,0,DB06216
DB01233,0,DB01169
DB01104,0,DB01155
DB09080,0,DB01165
DB00675,0,DB00875
DB00188,0,DB01169
DB00540,0,DB00537
DB00949,0,DB00743
DB01155,0,DB00215
DB00691,0,DB09063
DB01069,0,DB00263
DB00188,0,DB00908
DB00334,0,DB00218
DB00674,0,DB00014
DB00196,0,DB04844
DB00321,0,DB09039
DB00540,0,DB00308
DB06699,0,DB00904
DB00270,0,DB00308
DB00915,0,DB01155
DB01274,0,DB01211
DB06699,0,DB00261
DB00871,0,DB01232
DB08871,0,DB08881
DB08912,0,DB00556
DB01167,0,DB01155
DB01069,0,DB09039
DB01151,0,DB00263
DB01591,0,DB00420
DB00622,0,DB01165
DB00358,0,DB04844
DB08868,0,DB09078
DB00927,0,DB00539
DB01026,0,DB01169
DB08868,0,DB00556
DB01059,0,DB00539
DB08864,0,DB04844
DB00321,0,DB00537
DB01623,0,DB01182
DB01151,0,DB00261
DB00196,0,DB00539
DB01259,0,DB04946
DB00916,0,DB06589
DB00321,0,DB00420
DB00818,0,DB00875
DB00556,0,DB00472
DB09082,0,DB00363
DB00458,0,DB01165
DB01036,0,DB00604
DB01189,0,DB00539
DB00199,0,DB01211
DB01238,0,DB00738
DB01001,0,DB08903
DB06788,0,DB08903
DB01274,0,DB01035
DB00556,0,DB00976
DB01233,0,DB01184
DB01356,0,DB00280
DB01238,0,DB01155
DB00738,0,DB06589
DB00622,0,DB08865
DB00582,0,DB00308
DB00691,0,DB01232
DB00370,0,DB05294
DB01403,0,DB00539
DB01001,0,DB08865
DB01036,0,DB00608
DB01069,0,DB00908
DB01015,0,DB00472
DB00321,0,DB00904
DB09078,0,DB00472
DB00344,0,DB04868
DB00697,0,DB06216
DB01015,0,DB01155
DB00540,0,DB01035
DB00358,0,DB01267
DB01137,0,DB06402
DB01087,0,DB00875
DB00915,0,DB08903
DB01274,0,DB00014
DB00726,0,DB00738
DB00263,0,DB00976
DB08903,0,DB06697
DB00334,0,DB00604
DB01254,0,DB00014
DB01268,0,DB00420
DB00656,0,DB00263
DB00398,0,DB01624
DB00715,0,DB01624
DB01263,0,DB00218
DB09083,0,DB01195
