d1,r,d2
DB00472,2,DB01021
DB04896,2,DB00524
DB00715,2,DB00880
DB04896,2,DB00999
DB00472,2,DB01324
DB01149,2,DB00524
DB04896,2,DB00310
DB01104,2,DB00999
DB08918,2,DB00310
DB00176,2,DB00436
DB04896,2,DB01021
DB00472,2,DB00999
DB00715,2,DB00774
DB08918,2,DB00232
DB08918,2,DB01325
DB00715,2,DB01324
DB01149,2,DB00880
DB01175,2,DB00310
DB01104,2,DB00436
DB08918,2,DB01324
DB00715,2,DB00808
DB00285,2,DB00774
DB01149,2,DB00310
DB00176,2,DB00310
DB00715,2,DB01021
DB00215,2,DB00232
DB01175,2,DB00436
DB00715,2,DB01325
DB00715,2,DB00436
DB00215,2,DB00999
DB04896,2,DB00436
DB00285,2,DB01021
DB08918,2,DB00880
DB01104,2,DB01324
DB04896,2,DB01324
DB06700,2,DB00808
DB00285,2,DB00880
DB00285,2,DB01325
DB00472,2,DB00880
DB00176,2,DB01325
DB00215,2,DB00436
DB01149,2,DB01021
DB00215,2,DB00774
DB00176,2,DB00880
DB08918,2,DB01021
DB01175,2,DB00524
DB06700,2,DB00310
DB00285,2,DB00524
DB00215,2,DB01324
DB01175,2,DB00880
DB00215,2,DB00310
DB01104,2,DB00232
DB00472,2,DB00436
DB01175,2,DB01324
DB01104,2,DB01325
DB08918,2,DB00436
DB00285,2,DB00232
DB04896,2,DB00232
DB06700,2,DB01021
DB00715,2,DB00999
DB01104,2,DB00524
DB00715,2,DB00524
DB01104,2,DB00774
DB01175,2,DB01021
DB01149,2,DB01324
DB04896,2,DB00774
DB06700,2,DB01325
DB06700,2,DB00232
DB06700,2,DB00436
DB00312,3,DB01143
DB00468,3,DB01359
DB00264,3,DB00374
DB00524,3,DB08932
DB01626,3,DB00800
DB06694,3,DB08931
DB00418,3,DB00612
DB01197,3,DB01348
DB09220,3,DB08907
DB00468,3,DB00606
DB00866,3,DB00876
DB09220,3,DB00697
DB00401,3,DB00925
DB00925,3,DB01170
DB00679,3,DB01295
DB00590,3,DB04743
DB00590,3,DB09242
DB00797,3,DB09238
DB00373,3,DB09477
DB00905,3,DB04846
DB09282,3,DB01203
DB09241,3,DB00575
DB01614,3,DB00960
DB09241,3,DB01209
DB00528,3,DB00876
DB01136,3,DB06826
DB00887,3,DB09477
DB00182,3,DB00880
DB00780,3,DB00790
DB00346,3,DB00217
DB00350,3,DB09242
DB01193,3,DB11362
DB01355,3,DB01162
DB00468,3,DB06826
DB00849,3,DB01359
DB01246,3,DB00598
DB00805,3,DB01348
DB04840,3,DB01054
DB00623,3,DB00598
DB01116,3,DB00692
DB00212,3,DB00275
DB00492,3,DB06826
DB01158,3,DB11362
DB00468,3,DB00275
DB01367,3,DB00381
DB06403,3,DB08931
DB09242,3,DB09236
DB00312,3,DB00521
DB00794,3,DB01612
DB08907,3,DB00903
DB00374,3,DB09235
DB00869,3,DB01324
DB01626,3,DB00374
DB00335,3,DB01324
DB00806,3,DB09242
DB00925,3,DB01580
DB00805,3,DB00401
DB09220,3,DB01367
DB01626,3,DB00598
DB00887,3,DB01348
DB00346,3,DB00521
DB00212,3,DB09220
DB00206,3,DB01348
DB00629,3,DB09236
DB01136,3,DB01074
DB00182,3,DB00774
DB00182,3,DB01244
DB01018,3,DB00925
DB09245,3,DB04948
DB09245,3,DB00492
DB09282,3,DB01023
DB01614,3,DB01359
DB00528,3,DB00598
DB00598,3,DB00230
DB01115,3,DB08808
DB00203,3,DB00598
DB00401,3,DB01180
DB00905,3,DB00968
DB09244,3,DB01244
DB01367,3,DB00869
DB01351,3,DB00796
DB00217,3,DB00381
DB09282,3,DB00657
DB01367,3,DB00217
DB00796,3,DB06694
DB00323,3,DB00734
DB00528,3,DB00264
DB01171,3,DB09070
DB00629,3,DB01244
DB00346,3,DB01170
DB00590,3,DB09090
DB01154,3,DB04861
DB00796,3,DB08808
DB09245,3,DB01158
DB04948,3,DB01180
DB09245,3,DB00310
DB00752,3,DB08931
DB01626,3,DB01180
DB00468,3,DB04948
DB00654,3,DB01090
DB00831,3,DB04846
DB00629,3,DB01021
DB00521,3,DB06268
DB01029,3,DB01090
DB01119,3,DB00335
DB08808,3,DB09070
DB00654,3,DB06694
DB01247,3,DB00393
DB00374,3,DB08931
DB00206,3,DB00612
DB00780,3,DB01203
DB04840,3,DB00436
DB01340,3,DB11362
DB04840,3,DB00692
DB00774,3,DB00797
DB06207,3,DB09231
DB00774,3,DB00800
DB00287,3,DB00584
DB04840,3,DB00881
DB01136,3,DB06268
DB09245,3,DB02638
DB00287,3,DB11362
DB00468,3,DB08808
DB09279,3,DB00734
DB01171,3,DB00765
DB00325,3,DB04846
DB09241,3,DB00921
DB00598,3,DB01054
DB00599,3,DB00457
DB00420,3,DB01295
DB00212,3,DB00622
DB01054,3,DB01348
DB01054,3,DB09235
DB00571,3,DB00606
DB00599,3,DB00790
DB01136,3,DB09216
DB00831,3,DB04861
DB09242,3,DB06268
DB01355,3,DB00489
DB00612,3,DB00734
DB01171,3,DB01193
DB00905,3,DB08932
DB00599,3,DB01197
DB00528,3,DB00999
DB00806,3,DB01324
DB00287,3,DB04948
DB00599,3,DB04948
DB01275,3,DB01090
DB00287,3,DB00869
DB09235,3,DB09236
DB00654,3,DB00808
DB00806,3,DB00622
DB00697,3,DB01340
DB00752,3,DB00214
DB00614,3,DB00966
DB00869,3,DB08931
DB01626,3,DB00178
DB02638,3,DB09238
DB00275,3,DB00866
DB00598,3,DB08992
DB00805,3,DB00457
DB00212,3,DB09238
DB00212,3,DB01348
DB00866,3,DB06403
DB00418,3,DB09038
DB00542,3,DB09477
DB00774,3,DB09477
DB01037,3,DB00275
DB00420,3,DB01359
DB00287,3,DB01023
DB01119,3,DB00800
DB09282,3,DB01580
DB00182,3,DB00796
DB09245,3,DB00765
DB00752,3,DB01054
DB09282,3,DB00203
DB01244,3,DB08932
DB01193,3,DB09235
DB00692,3,DB00999
DB01136,3,DB00230
DB01275,3,DB00869
DB09241,3,DB01029
DB01367,3,DB00575
DB00692,3,DB01203
DB09241,3,DB00275
DB08992,3,DB00325
DB00436,3,DB01180
DB00774,3,DB00999
DB00866,3,DB00880
DB00806,3,DB00484
DB00206,3,DB00654
DB01247,3,DB00436
DB01355,3,DB01247
DB00806,3,DB00629
DB09282,3,DB09477
DB09241,3,DB00195
DB00335,3,DB09236
DB00925,3,DB01090
DB01023,3,DB00765
DB09244,3,DB00598
DB00752,3,DB01359
DB01238,3,DB00887
DB04840,3,DB00999
DB01359,3,DB06403
DB00806,3,DB01197
DB00849,3,DB00435
DB01275,3,DB06826
DB09242,3,DB11362
DB01247,3,DB01244
DB09245,3,DB01023
DB00310,3,DB01143
DB01171,3,DB00519
DB00457,3,DB00568
DB00214,3,DB00226
DB00346,3,DB09238
DB00177,3,DB08932
DB01021,3,DB01089
DB00182,3,DB00999
DB09282,3,DB01324
DB00905,3,DB06826
DB09242,3,DB00374
DB01119,3,DB00287
DB00808,3,DB01240
DB00780,3,DB00866
DB09245,3,DB00925
DB00866,3,DB09238
DB01355,3,DB00195
DB01171,3,DB00401
DB00590,3,DB01348
DB01626,3,DB00808
DB00968,3,DB01089
DB00599,3,DB00598
DB01168,3,DB11362
DB01171,3,DB00796
DB01158,3,DB01240
DB01119,3,DB00691
DB01119,3,DB00876
DB00195,3,DB00800
DB00925,3,DB01214
DB00933,3,DB01203
DB01154,3,DB00968
DB00599,3,DB00657
DB00925,3,DB08808
DB00794,3,DB04861
DB01615,3,DB01136
DB00542,3,DB09070
DB00401,3,DB00528
DB01351,3,DB00264
DB01174,3,DB01275
DB01626,3,DB00966
DB01119,3,DB00629
DB00968,3,DB01348
DB00722,3,DB04846
DB00542,3,DB08932
DB09241,3,DB00813
DB01238,3,DB00571
DB00433,3,DB01359
DB01359,3,DB09236
DB00575,3,DB00212
DB00468,3,DB00335
DB00774,3,DB11362
DB00343,3,DB01143
DB00623,3,DB01136
DB00571,3,DB01170
DB00182,3,DB00381
DB00492,3,DB09070
DB00206,3,DB00217
DB00381,3,DB01580
DB01615,3,DB01214
DB00629,3,DB11362
DB01116,3,DB01170
DB00264,3,DB02638
DB01168,3,DB00691
DB01037,3,DB00584
DB00381,3,DB06268
DB01351,3,DB00922
DB00492,3,DB06268
DB00679,3,DB00187
DB00831,3,DB00866
DB00869,3,DB01021
DB01168,3,DB00373
DB00524,3,DB09235
DB01090,3,DB06268
DB00614,3,DB00692
DB01168,3,DB04846
DB01367,3,DB00734
DB00350,3,DB09070
DB09245,3,DB00373
DB01180,3,DB01143
DB00780,3,DB00528
DB01171,3,DB01340
DB00876,3,DB00765
DB00226,3,DB00966
DB00310,3,DB00925
DB01355,3,DB00975
DB01088,3,DB00373
DB01088,3,DB00866
DB01119,3,DB04840
DB00599,3,DB01143
DB00968,3,DB06268
DB00474,3,DB00872
DB01023,3,DB04948
DB00418,3,DB01115
DB00524,3,DB08808
DB00418,3,DB00584
DB00474,3,DB00275
DB09289,3,DB09220
DB00436,3,DB09070
DB00343,3,DB08808
DB01090,3,DB01580
DB00468,3,DB00905
DB00598,3,DB11362
DB00182,3,DB00654
DB00232,3,DB00734
DB09282,3,DB09220
DB01351,3,DB09026
DB00182,3,DB00797
DB00418,3,DB01367
DB00968,3,DB01021
DB00657,3,DB04948
DB01355,3,DB01136
DB00508,3,DB04861
DB00966,3,DB09236
DB00373,3,DB00734
DB00806,3,DB00999
DB09244,3,DB00797
DB01367,3,DB00325
DB06237,3,DB00598
DB01154,3,DB00350
DB01367,3,DB00880
DB01238,3,DB00232
DB00492,3,DB00774
DB00521,3,DB08932
DB00808,3,DB00925
DB09244,3,DB00492
DB00752,3,DB11362
DB00866,3,DB01240
DB00780,3,DB00800
DB00806,3,DB01340
DB01622,3,DB00295
DB00312,3,DB09292
DB00622,3,DB11362
DB00373,3,DB02638
DB01116,3,DB00542
DB09241,3,DB11609
DB09220,3,DB00373
DB00866,3,DB00905
DB00457,3,DB01116
DB00584,3,DB09236
DB09244,3,DB00790
DB01608,3,DB04861
DB00881,3,DB02638
DB00528,3,DB06403
DB04948,3,DB09070
DB00212,3,DB08808
DB00806,3,DB01023
DB00418,3,DB00435
DB00606,3,DB00692
DB00805,3,DB06694
DB00805,3,DB09026
DB00559,3,DB08808
DB01355,3,DB00714
DB01116,3,DB01089
DB00275,3,DB09235
DB01171,3,DB01054
DB11362,3,DB01180
DB00270,3,DB01180
DB00960,3,DB08808
DB00474,3,DB00598
DB00780,3,DB08808
DB00614,3,DB09235
DB01355,3,DB01169
DB00623,3,DB00335
DB00528,3,DB01089
DB00418,3,DB00883
DB00206,3,DB01170
DB00796,3,DB11362
DB01203,3,DB09238
DB00528,3,DB00796
DB01608,3,DB00652
DB00571,3,DB00800
DB01168,3,DB00575
DB01622,3,DB01136
DB01622,3,DB01081
DB00346,3,DB00393
DB00206,3,DB08808
DB00794,3,DB09242
DB00559,3,DB01359
DB01247,3,DB00264
DB00374,3,DB04846
DB00528,3,DB00968
DB00346,3,DB09242
DB09241,3,DB00264
DB00468,3,DB01193
DB01238,3,DB00335
DB01119,3,DB00195
DB00374,3,DB01244
DB00584,3,DB01170
DB00436,3,DB01021
DB00360,3,DB06267
DB01088,3,DB01054
DB00657,3,DB00226
DB00212,3,DB11362
DB00346,3,DB00381
DB00765,3,DB01143
DB00312,3,DB00335
DB00312,3,DB00421
DB01626,3,DB00774
DB00599,3,DB00700
DB00264,3,DB06826
DB00508,3,DB01136
DB01116,3,DB01054
DB01240,3,DB01324
DB01246,3,DB00708
DB01355,3,DB00876
DB00869,3,DB09236
DB01626,3,DB01090
DB00590,3,DB01021
DB01119,3,DB00401
DB01351,3,DB01240
DB01403,3,DB09204
DB09282,3,DB00629
DB01168,3,DB00765
DB01626,3,DB00492
DB04840,3,DB00612
DB04840,3,DB00212
DB00808,3,DB06712
DB00226,3,DB06826
DB00542,3,DB01089
DB00800,3,DB04948
DB04948,3,DB09026
DB01246,3,DB09204
DB09245,3,DB01090
DB00270,3,DB06268
DB00678,3,DB04846
DB01154,3,DB04920
DB01174,3,DB01088
DB00796,3,DB00905
DB00691,3,DB01090
DB00214,3,DB00654
DB00418,3,DB00178
DB00270,3,DB00287
DB04840,3,DB01170
DB00752,3,DB06712
DB00623,3,DB01210
DB01037,3,DB09238
DB00519,3,DB00925
DB00631,3,DB00734
DB00521,3,DB00905
DB00584,3,DB01348
DB00212,3,DB00691
DB00657,3,DB01244
DB01626,3,DB00881
DB00420,3,DB09204
DB00752,3,DB09477
DB01351,3,DB00381
DB00622,3,DB01090
DB00678,3,DB02638
DB00590,3,DB01143
DB09236,3,DB01089
DB00780,3,DB00350
DB00571,3,DB01021
DB00312,3,DB01282
DB00849,3,DB00584
DB00960,3,DB09235
DB09241,3,DB00956
DB00474,3,DB00584
DB01351,3,DB09279
DB01029,3,DB02638
DB09245,3,DB09026
DB00543,3,DB09220
DB01612,3,DB00734
DB00343,3,DB01240
DB00178,3,DB00212
DB00373,3,DB09238
DB09220,3,DB01612
DB01018,3,DB01090
DB00599,3,DB00177
DB00654,3,DB00790
DB00374,3,DB01340
DB00657,3,DB01054
DB00346,3,DB00335
DB00752,3,DB01193
DB01119,3,DB00374
DB01367,3,DB00876
DB01029,3,DB01170
DB00849,3,DB00657
DB01626,3,DB06694
DB09245,3,DB01136
DB00457,3,DB01180
DB00850,3,DB00489
DB00925,3,DB11362
DB00680,3,DB00854
DB00797,3,DB08808
DB06207,3,DB09090
DB01608,3,DB01227
DB00590,3,DB04841
DB00203,3,DB01162
DB00346,3,DB00691
DB09242,3,DB00692
DB00373,3,DB00866
DB00752,3,DB00808
DB00780,3,DB01359
DB01247,3,DB04840
DB01351,3,DB00722
DB01622,3,DB01297
DB00468,3,DB02638
DB00925,3,DB09477
DB01626,3,DB01197
DB09245,3,DB04840
DB00381,3,DB00734
DB01367,3,DB00790
DB00524,3,DB00774
DB00217,3,DB00524
DB00831,3,DB00960
DB00203,3,DB00706
DB01158,3,DB06694
DB01247,3,DB00217
DB09282,3,DB00622
DB00182,3,DB00542
DB00679,3,DB01210
DB00623,3,DB00187
DB01119,3,DB01340
DB00614,3,DB00310
DB01170,3,DB09235
DB01054,3,DB09477
DB01088,3,DB01136
DB09282,3,DB00287
DB01240,3,DB01180
DB01168,3,DB00808
DB09244,3,DB09236
DB00226,3,DB01021
DB00206,3,DB01210
DB00774,3,DB00925
DB00195,3,DB01240
DB01622,3,DB00497
DB01136,3,DB01427
DB06207,3,DB00555
DB09220,3,DB00484
DB01275,3,DB02638
DB01626,3,DB00381
DB09220,3,DB01210
DB00691,3,DB08932
DB09282,3,DB00381
DB00346,3,DB00528
DB00214,3,DB00629
DB00590,3,DB00996
DB01115,3,DB00373
DB00524,3,DB01089
DB00599,3,DB01193
DB01168,3,DB00606
DB00373,3,DB06403
DB00629,3,DB00905
DB01355,3,DB00922
DB01626,3,DB01580
DB01324,3,DB06712
DB00849,3,DB00187
DB00477,3,DB01295
DB02638,3,DB04861
DB01247,3,DB00524
DB01348,3,DB09236
DB01171,3,DB09236
DB00657,3,DB06712
DB00524,3,DB04948
DB00849,3,DB04948
DB00968,3,DB01054
DB09231,3,DB00325
DB00433,3,DB08807
DB01090,3,DB08931
DB00869,3,DB01580
DB00960,3,DB01170
DB00849,3,DB00393
DB00654,3,DB00678
DB00343,3,DB08807
DB00542,3,DB01021
DB04840,3,DB06403
DB00722,3,DB00800
DB00614,3,DB00528
DB01246,3,DB00652
DB09282,3,DB01359
DB01116,3,DB00521
DB00418,3,DB09279
DB01247,3,DB00790
DB00212,3,DB09236
DB00752,3,DB00177
DB00571,3,DB06826
DB00599,3,DB00800
DB00876,3,DB01021
DB00661,3,DB00866
DB00212,3,DB01340
DB00575,3,DB02638
DB09242,3,DB01244
DB09244,3,DB06268
DB00275,3,DB01021
DB00374,3,DB06826
DB09220,3,DB01282
DB00264,3,DB01348
DB00614,3,DB08931
DB00933,3,DB00960
DB01238,3,DB00808
DB09244,3,DB09220
DB01367,3,DB01170
DB00657,3,DB00866
DB00343,3,DB06268
DB00178,3,DB06826
DB00177,3,DB00800
DB00310,3,DB01180
DB00212,3,DB00436
DB00264,3,DB00869
DB00808,3,DB00765
DB00629,3,DB09477
DB01238,3,DB09232
DB00849,3,DB00681
DB00212,3,DB00629
DB00692,3,DB01089
DB00796,3,DB09236
DB01367,3,DB00629
DB00680,3,DB01210
DB00850,3,DB00866
DB00692,3,DB09070
DB04840,3,DB00310
DB09220,3,DB00780
DB00780,3,DB01240
DB00264,3,DB09236
DB00633,3,DB00734
DB00393,3,DB01348
DB00335,3,DB08808
DB01154,3,DB01229
DB01359,3,DB01580
DB09244,3,DB04840
DB00528,3,DB00722
DB01116,3,DB11362
DB01626,3,DB00584
DB00606,3,DB00808
DB00999,3,DB02638
DB00178,3,DB00528
DB00794,3,DB00742
DB00457,3,DB00734
DB09282,3,DB01170
DB00468,3,DB00654
DB00808,3,DB09235
DB00794,3,DB00373
DB00966,3,DB02638
DB00614,3,DB00622
DB00876,3,DB09238
DB00706,3,DB00528
DB00774,3,DB01340
DB01154,3,DB01143
DB09244,3,DB01054
DB00178,3,DB00374
DB01193,3,DB00734
DB01355,3,DB00925
DB01116,3,DB09477
DB00599,3,DB00691
DB00797,3,DB00808
DB01580,3,DB09477
DB01626,3,DB00275
DB00212,3,DB00722
DB09242,3,DB00876
DB00623,3,DB01359
DB09241,3,DB00521
DB00508,3,DB08807
DB01116,3,DB00866
DB01037,3,DB01214
DB01090,3,DB01240
DB00780,3,DB01580
DB09282,3,DB01136
DB00966,3,DB04846
DB00654,3,DB01170
DB01054,3,DB06826
DB00806,3,DB00195
DB00657,3,DB06826
DB09070,3,DB09238
DB01247,3,DB00584
DB00999,3,DB09070
DB00869,3,DB01054
DB00797,3,DB01143
DB00312,3,DB00187
DB01171,3,DB01021
DB00797,3,DB00968
DB01088,3,DB00657
DB01159,3,DB00734
DB00808,3,DB06268
DB01136,3,DB09236
DB09241,3,DB00571
DB09220,3,DB00295
DB01608,3,DB00373
DB00542,3,DB01170
DB00774,3,DB01158
DB00519,3,DB00869
DB01355,3,DB09242
DB00614,3,DB01340
DB01608,3,DB01580
DB01238,3,DB00524
DB00296,3,DB00734
DB00623,3,DB09204
DB01247,3,DB01089
DB01275,3,DB01324
DB01054,3,DB01244
DB00806,3,DB00598
DB00418,3,DB08822
DB00433,3,DB01193
DB00474,3,DB00714
DB01238,3,DB00999
DB00654,3,DB00925
DB00374,3,DB01580
DB00614,3,DB00881
DB04840,3,DB09235
DB00508,3,DB00612
DB01170,3,DB04846
DB00287,3,DB01203
DB01367,3,DB00178
DB09245,3,DB08808
DB00468,3,DB09236
DB01622,3,DB00327
DB00195,3,DB00212
DB01088,3,DB01214
DB00797,3,DB00966
DB09241,3,DB01295
DB01214,3,DB11362
DB01088,3,DB01090
DB01246,3,DB01551
DB00806,3,DB01244
DB01154,3,DB09292
DB00436,3,DB04948
DB02638,3,DB06712
DB00178,3,DB08932
DB00521,3,DB01180
DB00350,3,DB01090
DB01240,3,DB09235
DB00800,3,DB06826
DB00805,3,DB00524
DB00287,3,DB04861
DB00657,3,DB01580
DB09070,3,DB01089
DB00968,3,DB01580
DB00925,3,DB09070
DB00866,3,DB01340
DB00691,3,DB00774
DB01136,3,DB11362
DB00177,3,DB06694
DB00235,3,DB08931
DB00287,3,DB00524
DB00287,3,DB04846
DB01170,3,DB01214
DB00477,3,DB01214
DB00350,3,DB00866
DB00195,3,DB00797
DB00346,3,DB09477
DB00346,3,DB01203
DB01171,3,DB00584
DB00474,3,DB00887
DB00999,3,DB06694
DB00312,3,DB00598
DB06712,3,DB01143
DB00374,3,DB00606
DB00805,3,DB00381
DB00908,3,DB00661
DB00606,3,DB00797
DB09244,3,DB00178
DB00275,3,DB01090
DB01203,3,DB06268
DB01171,3,DB00270
DB00492,3,DB09235
DB01580,3,DB09235
DB01403,3,DB01359
DB00598,3,DB09216
DB00614,3,DB00343
DB00780,3,DB00678
DB00212,3,DB01359
DB01275,3,DB00797
DB01088,3,DB01193
DB01168,3,DB09070
DB00519,3,DB08808
DB09244,3,DB09026
DB01355,3,DB00401
DB00270,3,DB01090
DB00794,3,DB00714
DB00519,3,DB01244
DB00869,3,DB00880
DB00790,3,DB08808
DB09282,3,DB00343
DB00287,3,DB01089
DB00800,3,DB06403
DB00780,3,DB01340
DB01136,3,DB08932
DB01247,3,DB00275
DB09242,3,DB04948
DB00178,3,DB01244
DB00374,3,DB01324
DB00881,3,DB00905
DB00780,3,DB00691
DB00559,3,DB00881
DB00418,3,DB01193
DB09241,3,DB01214
DB04840,3,DB09220
DB00925,3,DB04846
DB00876,3,DB01240
DB01037,3,DB00960
DB01171,3,DB01348
DB00960,3,DB01244
DB09244,3,DB00350
DB00346,3,DB09220
DB00401,3,DB09238
DB01246,3,DB01466
DB01171,3,DB00654
DB00226,3,DB00335
DB01116,3,DB00869
DB00264,3,DB08932
DB00780,3,DB11362
DB00350,3,DB01089
DB00680,3,DB11609
DB09242,3,DB09235
DB00598,3,DB09232
DB00680,3,DB01297
DB00800,3,DB01143
DB00654,3,DB01197
DB01614,3,DB04861
DB00654,3,DB00692
DB00806,3,DB09238
DB00381,3,DB01090
DB00524,3,DB01580
DB09220,3,DB00880
DB00614,3,DB06826
DB00800,3,DB01197
DB00474,3,DB09242
DB00876,3,DB02638
DB00559,3,DB00606
DB09244,3,DB01136
DB00905,3,DB06694
DB00312,3,DB01203
DB00849,3,DB00872
DB00519,3,DB04948
DB01238,3,DB09235
DB01171,3,DB00869
DB00418,3,DB00571
DB00310,3,DB06403
DB00519,3,DB01143
DB00599,3,DB00780
DB00275,3,DB00905
DB01359,3,DB04846
DB00629,3,DB00796
DB00521,3,DB00606
DB00606,3,DB06268
DB00418,3,DB00800
DB00195,3,DB11362
DB00374,3,DB00393
DB00806,3,DB09477
DB00457,3,DB00374
DB00457,3,DB04841
DB01240,3,DB01580
DB09241,3,DB08808
DB00780,3,DB04840
DB06237,3,DB00706
DB01088,3,DB09477
DB00217,3,DB06712
DB00457,3,DB09227
DB00519,3,DB06694
DB01340,3,DB04948
DB00575,3,DB01116
DB06826,3,DB09477
DB01168,3,DB01193
DB00474,3,DB01037
DB01626,3,DB01089
DB00881,3,DB08932
DB00752,3,DB01348
DB01021,3,DB01244
DB00866,3,DB08932
DB00598,3,DB01180
DB01174,3,DB09242
DB00806,3,DB00528
DB11362,3,DB06403
DB01246,3,DB08808
DB00722,3,DB06826
DB01116,3,DB00876
DB01622,3,DB00844
DB00559,3,DB00519
DB04861,3,DB01089
DB00679,3,DB01203
DB04861,3,DB09070
DB00869,3,DB08808
DB00849,3,DB00968
DB00270,3,DB01324
DB00849,3,DB00542
DB00575,3,DB06403
DB00614,3,DB04840
DB00214,3,DB01021
DB01088,3,DB01359
DB00178,3,DB00606
DB00381,3,DB01324
DB01041,3,DB00734
DB01158,3,DB06826
DB01171,3,DB01203
DB00790,3,DB04948
DB01170,3,DB01348
DB00780,3,DB00606
DB00805,3,DB04840
DB01238,3,DB08941
DB00226,3,DB00881
DB00905,3,DB09235
DB09220,3,DB00714
DB09241,3,DB00800
DB00805,3,DB11362
DB01367,3,DB01090
DB09242,3,DB00436
DB00346,3,DB01197
DB01018,3,DB00606
DB06826,3,DB00765
DB01054,3,DB00734
DB09241,3,DB01240
DB00800,3,DB09026
DB00468,3,DB08931
DB00468,3,DB00800
DB01275,3,DB00528
DB07615,3,DB00325
DB00195,3,DB00528
DB01238,3,DB00384
DB00880,3,DB00765
DB00217,3,DB00270
DB01174,3,DB01197
DB01367,3,DB00692
DB00374,3,DB08932
DB00805,3,DB00880
DB00401,3,DB09236
DB00614,3,DB01244
DB00657,3,DB06694
DB00524,3,DB00654
DB00606,3,DB01089
DB00206,3,DB08932
DB00226,3,DB02638
DB00590,3,DB09231
DB00559,3,DB01193
DB09244,3,DB04948
DB01170,3,DB09477
DB00381,3,DB00800
DB00678,3,DB00905
DB00559,3,DB00212
DB01037,3,DB00325
DB00457,3,DB00996
DB00521,3,DB08808
DB00697,3,DB00722
DB00212,3,DB01214
DB01180,3,DB08932
DB00606,3,DB01359
DB01355,3,DB00598
DB00346,3,DB00996
DB00468,3,DB01626
DB00881,3,DB01244
DB01119,3,DB00925
DB00657,3,DB09235
DB00614,3,DB00790
DB09070,3,DB09477
DB01203,3,DB09235
DB00903,3,DB01180
DB00264,3,DB00905
DB09204,3,DB00734
DB01238,3,DB01214
DB00752,3,DB00629
DB00418,3,DB00742
DB01580,3,DB08932
DB09220,3,DB04948
DB01608,3,DB04846
DB00420,3,DB08807
DB09244,3,DB00622
DB00706,3,DB00401
DB09282,3,DB06268
DB01580,3,DB09238
DB01367,3,DB01023
DB00528,3,DB00678
DB01119,3,DB00343
DB00692,3,DB09477
DB01018,3,DB00212
DB00599,3,DB00350
DB00436,3,DB00800
DB01090,3,DB09070
DB01608,3,DB00195
DB00212,3,DB00866
DB00182,3,DB00521
DB00521,3,DB00925
DB00933,3,DB04861
DB00598,3,DB01170
DB00866,3,DB00960
DB00195,3,DB01021
DB01351,3,DB00925
DB00474,3,DB00703
DB00614,3,DB01119
DB00474,3,DB06292
DB00964,3,DB00734
DB00880,3,DB11362
DB01171,3,DB01158
DB01580,3,DB08931
DB00966,3,DB09235
DB01367,3,DB00528
DB00590,3,DB08992
DB09244,3,DB00528
DB01089,3,DB08931
DB00905,3,DB09070
DB09070,3,DB08931
DB00612,3,DB01580
DB00457,3,DB08932
DB04861,3,DB08808
DB01090,3,DB09238
DB00528,3,DB00960
DB01351,3,DB09038
DB01626,3,DB06712
DB01158,3,DB01180
DB00806,3,DB00178
DB09242,3,DB01021
DB00606,3,DB08931
DB00212,3,DB00571
DB00559,3,DB01244
DB00374,3,DB01203
DB00346,3,DB00884
DB00418,3,DB00325
DB00287,3,DB00722
DB00806,3,DB04948
DB00401,3,DB08932
DB00629,3,DB00678
DB00614,3,DB01090
DB09241,3,DB06712
DB00528,3,DB00880
DB06267,3,DB00706
DB01247,3,DB08932
DB00508,3,DB00335
DB00622,3,DB00629
DB00287,3,DB00796
DB00680,3,DB01193
DB01615,3,DB00335
DB00381,3,DB09236
DB00598,3,DB01427
DB00790,3,DB01054
DB00614,3,DB00808
DB00264,3,DB00797
DB00680,3,DB00652
DB00381,3,DB00629
DB00393,3,DB09236
DB08808,3,DB08932
DB00849,3,DB01340
DB01238,3,DB01247
DB00312,3,DB01359
DB00654,3,DB01244
DB00794,3,DB00489
DB00849,3,DB06292
DB01367,3,DB01275
DB00590,3,DB00226
DB01154,3,DB01203
DB01275,3,DB04846
DB01168,3,DB00214
DB00794,3,DB00187
DB01351,3,DB00612
DB01608,3,DB00335
DB01203,3,DB09070
DB00325,3,DB00629
DB00474,3,DB08931
DB00806,3,DB00177
DB00457,3,DB01324
DB00418,3,DB09292
DB00622,3,DB00797
DB00346,3,DB06268
DB09241,3,DB00960
DB00346,3,DB01348
DB04840,3,DB00528
DB00780,3,DB00692
DB04840,3,DB00287
DB01037,3,DB04846
DB01622,3,DB00956
DB01170,3,DB09026
DB01325,3,DB00178
DB01351,3,DB08941
DB01615,3,DB00960
DB09244,3,DB00264
DB00794,3,DB01203
DB00960,3,DB06826
DB01246,3,DB00854
DB00528,3,DB01029
DB01069,3,DB00521
DB02638,3,DB01180
DB00374,3,DB00960
DB00752,3,DB00905
DB00474,3,DB00960
DB00796,3,DB06712
DB01113,3,DB00734
DB00474,3,DB01118
DB00614,3,DB00796
DB00492,3,DB00629
DB00226,3,DB09477
DB01246,3,DB01433
DB05266,3,DB08931
DB09244,3,DB00678
DB00805,3,DB06268
DB09282,3,DB00575
DB00780,3,DB00722
DB09241,3,DB00854
DB00794,3,DB01193
DB00270,3,DB00905
DB00528,3,DB01580
DB01626,3,DB00226
